459	1	471	270	1
5205	90	464	270	3
463	69	458	270	1
3093	63	57	270	1
17519	151	3881	270	12
4935	0	7803	270	18
2820	4	458	270	3
64	1	458	270	68
42	20	4145	270	110
42	20	19	270	1
42	20	1449	270	141
445	34	477	270	10
1323	0	344	270	2794
100	28	390	270	46
455	0	765	270	47
44	20	4145	270	260
44	20	19	270	7
44	20	1449	270	150
9731	0	445	270	1
298	6	397	270	1
19	20	161	270	23
19	2	42	270	1
42	20	41	270	73
19	34	122	270	2
19	5	42	270	1
19	43	20	270	2
2274	1	44	270	8
21995	31	9096	270	104
9096	32	21995	270	52
8044	0	1125	270	2
2618	1	451	270	18
2618	15	451	270	14
970	1	451	270	9
3454	5	11779	270	3
4115	29	2211	270	3
3454	2	2211	270	1
50	51	80	270	1
50	52	80	270	2
4447	0	80	270	12
80	6	50	270	1
312	20	80	270	5
5248	40	163	270	1
19	5	396	270	2
19	20	42	270	1
19	5	391	270	1
306	32	21996	270	22963
21996	31	306	270	1466
972	62	306	270	2
6	47	2361	270	1050
2361	47	6	270	24
788	0	260	270	1
373	20	50	270	1
465	1	459	270	1
112	25	460	270	1
460	25	112	270	1
251	20	66	270	1
66	6	65	270	10
415	59	906	270	1
906	59	415	270	2
300	0	6	270	11
53	76	224	270	256
53	76	8352	270	129
53	15	2187	270	3
53	76	168	270	135
224	76	53	270	18
8352	76	53	270	1
168	76	53	270	2
53	15	8422	270	251
8279	47	2694	270	1
2694	47	8279	270	5
511	47	3423	270	40
3423	47	511	270	5
3423	47	117	270	1
117	47	3423	270	9
44	6	377	270	91
44	6	455	270	16
122	34	45	270	13
19	20	382	270	3
19	20	20	270	3
1069	1	2780	270	1
1688	4	15312	270	14
414	2	391	270	16
414	40	391	270	10
9130	0	94	270	4
428	31	1000	270	9
1000	32	428	270	1
1000	0	1690	270	3
2780	32	66	270	23
66	31	2780	270	683
2780	0	80	270	60
97	66	6	270	23
463	5	22	270	86
463	5	459	270	1
463	88	22	270	184
13544	4	3780	270	1
13544	20	3780	270	1
13544	6	164	270	5
11013	6	3780	270	17
11013	20	164	270	9
11013	1	8778	270	6
14	20	1175	270	13
15	4	9787	270	18
1437	31	3810	270	91
3810	32	1437	270	764
10275	47	3810	270	33
3810	47	10275	270	1702
3810	27	10275	270	940
3810	0	145	270	1
10149	47	3810	270	511
3810	47	10149	270	341
5115	0	428	270	1072
145	8	3398	270	176
5115	0	145	270	1
6061	1	5128	270	22178
6061	15	5128	270	22780
3818	47	5128	270	16650
5128	47	3818	270	1464
294	0	729	270	36
51	5	516	270	3
1	163	66	270	1
66	163	1	270	1
80	15	0	270	1
21997	65	701	270	3036
19	0	1509	270	27
122	31	80	270	39
80	32	122	270	13
397	1	80	270	248
122	31	66	270	25
66	32	122	270	4
452	43	42	270	1
524	5	9	270	1
1896	0	329	270	4
1666	0	524	270	1
8	5	4527	270	3
8	57	698	270	4
1666	0	8	270	16
698	28	13	270	20
50	20	66	270	1
1068	5	15	270	1
66	7	5383	270	57
10614	8	5383	270	52
1887	47	7293	270	180
7293	47	5802	270	1672
7293	47	1887	270	2153
5802	47	7293	270	350
1437	47	3810	270	93
3810	47	1437	270	330
91	47	3810	270	91
3810	47	91	270	30
3810	8	91	270	83
6	12	263	270	254
3810	57	219	270	46
2618	1	1057	270	43
397	15	452	270	173
411	1	280	270	2
411	0	400	270	3
42	6	574	270	15
19	5	125	270	1
407	38	42	270	1
391	1	6293	270	40
19	5	20	270	1
189	1	42	270	1
42	19	122	270	1
122	5	42	270	1
1522	10	844	270	20
1522	10	3354	270	1131
3354	8	1522	270	8
844	6	3738	270	15
3738	142	1522	270	2
5299	0	8060	270	307
2562	0	1937	270	4
157	1	3584	270	34
240	32	66	270	2
924	0	732	270	1
66	31	240	270	195
28	31	636	270	48
636	32	28	270	4
1522	1	53	270	34
1522	15	53	270	17
117	76	260	270	28
260	76	117	270	7
28	25	260	270	1
260	25	28	270	1
251	27	117	270	199
117	27	251	270	398
6771	39	564	270	1
8388	39	564	270	1
6771	66	564	270	1
177	1	1558	270	1
1111	32	66	270	1
66	31	1111	270	440
1111	0	2879	270	1
1111	8	66	270	2
4115	142	1142	270	5
4115	5	343	270	1
0	47	2874	270	19
2874	47	0	270	1
2694	0	2874	270	583
13	4	8	270	1
13	4	698	270	1
251	0	65	270	1
221	8	345	270	47
221	47	251	270	15
251	47	221	270	1
221	25	63	270	46
63	25	221	270	143
1411	5	2750	270	2
4977	97	428	270	53
787	20	66	270	2
260	41	190	270	78
190	41	260	270	8
787	0	4735	270	78
787	32	66	270	12
66	31	787	270	114
1988	0	636	270	2
1988	0	6436	270	30
8440	50	6436	270	4
159	29	48	270	1
555	27	48	270	1
19	14	1958	270	23
565	0	161	270	16
19	0	161	270	5
42	1	445	270	2
19	0	17746	270	435
42	41	19	270	1
40	19	57	270	2
415	47	1691	270	4
415	47	7592	270	59
1691	47	415	270	19
7592	47	415	270	61
38	25	2455	270	740
2455	25	38	270	418
701	32	182	270	10
182	31	701	270	578
11852	25	11369	270	1405
11369	25	11852	270	3058
182	15	38	270	46
400	0	445	270	6
663	47	3291	270	222
663	32	66	270	1
663	47	1557	270	5
3291	47	663	270	269
66	31	663	270	29
1557	47	663	270	97
3740	8	3739	270	19
2893	108	6	270	3
6	107	2893	270	187
50	31	255	270	14
255	32	50	270	2
7509	47	2163	270	495
2163	47	7509	270	147
221	4	6	270	19
50	32	1437	270	159
28	32	1437	270	275
1437	31	50	270	23
1437	31	28	270	47
80	0	50	270	1
3183	1	187	270	1
3183	8	187	270	7
529	1	3208	270	983
1400	19	57	270	1
21998	0	127	270	900
956	0	126	270	19
956	47	126	270	36
126	47	956	270	210
1152	36	187	270	1
373	47	10067	270	6758
10067	47	373	270	287
187	6	621	270	5
1	41	67	270	1
67	41	1	270	2
0	41	157	270	1
157	41	0	270	1
3094	25	3193	270	2
3193	25	3094	270	3
1333	47	596	270	65
596	47	1333	270	361
511	47	115	270	51
115	47	511	270	49
1101	0	530	270	13
50	8	6	270	4
642	0	729	270	10
