0	2	8253
1	2	5236
2	0	2488
2	1	6357
3	0	1613
3	1	6357
4	0	6851
4	1	6357
5	0	1383
5	1	6357
6	2	4447
7	0	2828
7	1	7909
8	0	2234
8	1	7986
9	0	1383
9	1	7986
10	2	527
11	0	8189
11	1	7986
12	2	8612
13	2	5875
14	0	2234
14	1	7090
15	0	1383
15	1	7090
16	2	8366
17	2	2693
18	0	1220
18	1	7090
19	0	2234
19	1	1963
20	0	7565
20	1	1963
21	2	866
22	0	1383
22	1	6821
23	0	4553
23	1	6357
24	0	1635
24	1	6357
25	2	7090
26	0	6336
26	1	7090
27	0	2839
27	1	7168
28	2	7168
29	2	4724
30	2	1275
31	2	5489
32	2	2742
33	0	2828
33	1	6357
34	2	762
35	2	6992
36	2	5551
37	0	4029
37	1	7549
38	2	7549
39	0	5775
39	1	6357
40	0	307
40	1	1963
41	0	6182
41	1	1963
42	0	1383
42	1	1963
43	0	1994
43	1	1963
44	2	743
45	0	2839
45	1	1963
46	0	2234
46	1	6174
47	0	1383
47	1	6174
48	0	1383
48	1	2660
49	0	4029
49	1	2660
50	2	6821
51	2	6164
52	2	7087
53	2	2322
54	0	2234
54	1	7168
55	2	7750
56	0	307
56	1	5016
57	2	5706
58	0	3256
58	1	7866
59	0	1023
59	1	7866
60	2	2060
61	2	2241
62	0	1383
62	1	1042
63	2	5016
64	2	6885
65	2	4843
66	2	6167
67	2	2660
68	0	1383
68	1	6167
69	0	5948
69	1	1963
70	0	4029
70	1	1963
71	2	4021
72	0	7735
72	1	1963
73	0	590
73	1	5016
74	2	7866
75	0	4029
75	1	7866
76	0	6182
76	1	6357
77	2	6357
78	2	304
79	0	1383
79	1	5016
80	2	4330
81	2	3079
82	0	1383
82	1	4082
83	0	5337
83	1	4777
84	0	2828
84	1	4777
85	2	5133
86	0	8189
86	1	4777
87	2	4490
88	0	2234
88	1	6885
89	0	6967
89	1	6885
90	0	1383
90	1	4514
91	2	437
92	2	8158
93	2	3540
94	2	8481
95	0	4340
95	1	7752
96	2	977
97	2	6579
98	2	6119
99	0	7907
99	1	5016
100	0	7430
100	1	1963
101	0	4029
101	1	5236
102	0	8503
102	1	1963
103	0	3547
103	1	639
104	0	3798
104	1	2241
105	2	57
106	2	2542
107	0	590
107	1	57
108	2	7334
109	2	1404
110	2	3880
111	2	5428
112	2	1340
113	2	8053
114	2	5429
115	2	910
116	2	6174
117	2	7215
118	2	7779
119	0	6967
119	1	4843
120	0	481
120	1	1963
121	2	2131
122	2	1963
123	2	1559
124	0	4029
124	1	964
125	0	6967
125	1	1963
126	2	5817
127	2	7888
128	0	7907
128	1	1963
129	2	7198
130	0	5206
130	1	6357
131	0	2479
131	1	6357
132	0	2828
132	1	7752
133	2	7752
134	0	3547
134	1	7752
135	0	2234
135	1	5016
136	0	555
136	1	5016
137	0	6182
137	1	5016
138	0	2234
138	1	7752
139	2	2156
140	2	2179
141	0	3737
141	1	5016
142	2	3533
143	0	4029
143	1	5940
144	0	2828
144	1	5940
145	2	5693
146	0	874
146	1	7549
147	0	2107
147	1	7549
148	0	7229
148	1	4843
149	0	7565
149	1	6119
150	2	1651
151	0	1383
151	1	1651
152	0	2074
152	1	1651
153	0	1220
153	1	1651
154	0	307
154	1	1651
155	0	2132
155	1	1651
156	0	1353
156	1	5016
157	2	2940
158	2	4736
159	0	2234
159	1	2660
160	0	3595
160	1	2660
161	0	3547
161	1	1963
162	0	1598
162	1	1963
163	0	1383
163	1	6885
164	2	4313
165	0	1383
165	1	6387
166	2	6092
167	0	1383
167	1	1864
168	2	4001
169	0	1383
169	1	6504
170	0	7229
170	1	1963
171	0	3547
171	1	341
172	0	2828
172	1	341
173	0	5382
173	1	341
174	0	7958
174	1	7888
175	2	3498
176	0	6967
176	1	7866
177	2	8313
178	2	3958
179	2	654
