0	6	5	3647	7
0	5	322	3647	753
490	16	8	3647	1
0	10	11	3647	3
653	0	1	3647	1
73	18	178	3647	1
138	24	1112	3647	3
2	1	0	3647	2
1510	40	7848	3647	166
112	7	4	3647	1
163	6	246	3647	7
0	6	3333	3647	17
88	6	171	3647	1
593	1	130	3647	52
130	1	593	3647	692
0	1	2	3647	1
14	8	132	3647	1
24	22	175	3647	26
9	17	776	3647	485
88	6	551	3647	1
91	16	133	3647	1
1754	24	10	3647	4
241	3	2035	3647	2
10	5	653	3647	1
700	0	1	3647	1
901	0	137	3647	9
11	1	0	3647	1
0	12	11	3647	1
16	6	34	3647	1
163	0	4014	3647	231
371	0	653	3647	55
133	6	91	3647	1
11	12	0	3647	1
653	4	10	3647	1
452	12	11	3647	1
6044	0	185	3647	87
11	62	0	3647	1
132	15	27	3647	1
6	3	5	3647	1
452	4	11	3647	1
6	9	5	3647	1
11	5	452	3647	1
29	20	894	3647	9
0	1	11	3647	2
14	13	906	3647	1
175	22	24	3647	2
653	0	10	3647	1
2	4	1	3647	3
186	3	670	3647	13
138	3	1112	3647	2
38	19	472	3647	3
322	4	0	3647	1
259	16	522	3647	1
513	45	29	3647	1
2	2	0	3647	2
6608	8	657	3647	5997
1	5	2	3647	13
48	0	1792	3647	24
11	10	0	3647	1
0	56	1489	3647	7
7971	30	302	3647	1
5608	0	23	3647	33
145	0	22	3647	1
5	257	0	3647	10
322	256	0	3647	1
8	267	490	3647	2
11	261	0	3647	1
1	251	653	3647	38
178	269	73	3647	1
1112	275	138	3647	2
0	252	2	3647	1
7848	291	1510	3647	7
4	258	112	3647	3
246	257	163	3647	12
3333	257	0	3647	1
171	257	88	3647	1
130	252	593	3647	681
593	252	130	3647	52
2	252	0	3647	2
132	259	14	3647	1
175	273	24	3647	2
776	268	9	3647	17
551	257	88	3647	1
133	267	91	3647	1
10	275	1754	3647	3082
2035	254	241	3647	2
653	256	10	3647	1
1	251	700	3647	7
137	251	901	3647	38
0	252	11	3647	2
11	263	0	3647	1
34	257	16	3647	1
4014	251	163	3647	1
653	251	371	3647	37
91	257	133	3647	1
0	263	11	3647	1
10	255	653	3647	1
11	263	452	3647	6
185	251	6044	3647	6352
0	313	11	3647	1
27	266	132	3647	1
5	254	6	3647	1
11	255	452	3647	1
5	260	6	3647	1
452	256	11	3647	1
894	271	29	3647	1
11	252	0	3647	1
906	264	14	3647	1
24	273	175	3647	25
10	251	653	3647	3
1	255	2	3647	13
670	254	186	3647	4
1112	254	138	3647	1
472	270	38	3647	1
0	255	322	3647	738
522	267	259	3647	1
29	296	513	3647	1
0	253	2	3647	2
657	259	6608	3647	8752
2	256	1	3647	3
1792	251	48	3647	3
0	261	11	3647	3
1489	307	0	3647	1
302	281	7971	3647	10
23	251	5608	3647	9743
22	251	145	3647	1
17	0	236	3648	3
50	102	12	3648	3
56	1	10	3648	2
224	16	29	3648	1
686	7	19	3648	1
48	6	160	3648	1
0	29	322	3648	21
0	14	2	3648	2
1	11	0	3648	5
944	10	9	3648	10
28	0	0	3648	1
1319	9	7261	3648	9706
485	31	122	3648	1
1047	4	10	3648	3
0	1	2	3648	1
186	3	670	3648	1
6	6	5	3648	1
10	1	56	3648	4
2	1	0	3648	1
98	0	310	3648	2
147	1	173	3648	1
154	8	0	3648	5
204	27	10	3648	1
746	0	11	3648	1
173	1	147	3648	1
10	11	56	3648	3
6	21	5	3648	1
3	2	2	3648	1
56	7	10	3648	1
1047	2	204	3648	140
1449	17	6924	3648	6
277	1	3051	3648	9900
368	0	1777	3648	2371
1047	1	204	3648	175
522	9	73	3648	322
1263	104	4735	3648	74
1	67	10	3648	1
204	1	1047	3648	10012
1193	0	1315	3648	30
2	14	0	3648	1
529	0	174	3648	10
2	2	3	3648	1
10	5	1047	3648	9457
56	11	10	3648	2
16	6	34	3648	1
1	14	0	3648	4
0	62	1	3648	9
1047	2	10	3648	47
24	9	210	3648	23
174	3	82	3648	8
380	0	3936	3648	7812
6	27	5	3648	1
86	0	9	3648	1
34	19	36	3648	1
1047	0	56	3648	2
9	10	944	3648	292
56	13	10	3648	1
3051	1	277	3648	310
29	0	224	3648	5
236	251	17	3648	1
12	353	50	3648	7
10	252	56	3648	4
29	267	224	3648	3
19	258	686	3648	8
160	257	48	3648	1
322	280	0	3648	3
2	265	0	3648	1
0	262	1	3648	6
9	261	944	3648	292
0	251	28	3648	2
7261	260	1319	3648	3428
122	282	485	3648	1
10	255	1047	3648	9548
2	252	0	3648	1
670	254	186	3648	2
5	257	6	3648	1
56	252	10	3648	2
0	252	2	3648	1
310	251	98	3648	3
173	252	147	3648	1
0	259	154	3648	33
10	278	204	3648	9
11	251	746	3648	2072
147	252	173	3648	1
56	262	10	3648	1
5	272	6	3648	1
2	253	3	3648	1
10	258	56	3648	6
204	253	1047	3648	9996
6924	268	1449	3648	2
3051	252	277	3648	311
1777	251	368	3648	919
204	252	1047	3648	10016
73	260	522	3648	1373
4735	355	1263	3648	6
10	318	1	3648	3
1047	252	204	3648	182
1315	251	1193	3648	6
0	265	2	3648	2
174	251	529	3648	25
3	253	2	3648	1
1047	256	10	3648	3
10	262	56	3648	3
34	257	16	3648	1
0	265	1	3648	5
1	313	0	3648	6
10	253	1047	3648	10293
210	260	24	3648	4
82	254	174	3648	5
3936	251	380	3648	1459
5	278	6	3648	1
9	251	86	3648	1
36	270	34	3648	1
56	251	1047	3648	2621
944	261	9	3648	10
10	264	56	3648	4
277	252	3051	3648	9905
224	251	29	3648	2
1	5	2	3649	6
132	23	565	3649	105
623	2	727	3649	2854
48	19	160	3649	1
107	0	138	3649	1
59	0	52	3649	5
290	141	81	3649	1
8	9	240	3649	17
132	15	27	3649	1
10	5	1047	3649	3
89	17	8	3649	1
882	3	8	3649	1
140	7	41	3649	118
528	1	31	3649	61
110	10	28	3649	4
28	10	110	3649	7
10	0	1	3649	2
77	0	485	3649	36
415	27	268	3649	3
1	11	0	3649	1
175	24	42	3649	101
1471	4	23	3649	12
899	17	142	3649	1
635	16	51	3649	1
8	9	208	3649	6
8	3	268	3649	2
658	9	622	3649	32
8	3	52	3649	2
899	7	142	3649	1
109	6	304	3649	1
110	0	0	3649	7
0	62	1	3649	2
8	3	13	3649	1
8892	0	2460	3649	250
512	3	8	3649	1
4	4	0	3649	2
1006	8	72	3649	6
59	3	8	3649	1
10	5	204	3649	16
2	12	3	3649	1
415	3	8	3649	1
1047	4	10	3649	1
243	3	142	3649	1
553	2	303	3649	9
670	20	122	3649	2
52	3	8	3649	1
1006	3	8	3649	1
3897	105	1	3649	1
656	0	13	3649	1
72	8	8	3649	1
6	18	68	3649	1
186	21	935	3649	6
50	102	12	3649	1
727	2	623	3649	803
2	1	3	3649	1
268	27	8	3649	1
2	169	3	3649	2
244	76	2583	3649	1079
0	14	412	3649	513
36	6	34	3649	1
162	30	554	3649	2
4	0	1	3649	1
412	23	762	3649	1
0	5	4	3649	10
6	3	5	3649	1
2	4	1	3649	3
142	74	1675	3649	15
3	11	2	3649	1
204	1	1047	3649	1
595	4	1	3649	1
1	13	10	3649	3
368	0	1050	3649	13
52	38	8	3649	1
138	3	122	3649	2
4	21	1	3649	1
73	6	178	3649	1
662	6	2151	3649	2
427	3	8	3649	1
81	6	262	3649	1
52	12	8	3649	1
4521	6	1021	3649	2
204	4	10	3649	1
2	11	3	3649	2
670	20	138	3649	2
138	3	1112	3649	1
3	12	2	3649	1
1	67	10	3649	1
3362	3	463	3649	34
2	2	3	3649	1
889	25	96	3649	1
4	4	23	3649	25
3	169	2	3649	1
13	6	8	3649	1
1001	0	13	3649	1
378	7	110	3649	5
31	1	528	3649	128
89	3	8	3649	1
23	5	1471	3649	9874
87	0	806	3649	3
59	3	13	3649	1
72	0	13	3649	1
1623	0	3	3649	1
208	3	8	3649	1
1047	1	204	3649	1
1889	0	1	3649	3
6924	15	76	3649	130
252	3	5	3649	1
722	3	122	3649	1
176	15	416	3649	3
1623	2	3	3649	1
3	1	2	3649	1
16	6	34	3649	1
1	0	400	3649	2
36	0	16	3649	1
31	7	528	3649	160
1754	24	10	3649	1
6	33	78	3649	3
688	43	142	3649	1
7	5	11	3649	1
6	37	5	3649	1
1153	0	13	3649	1
31	14	42	3649	67
279	21	2	3649	1
2358	0	72	3649	2478
415	3	268	3649	2
52	0	13	3649	1
10	13	1	3649	2
231	0	1917	3649	2419
